gameID,turn,side,move,score
57381514,1,red,C8.5,-1.0
57381514,1,black,e3+5,-1.0
57381515,1,red,C2.4,1.0
57381515,1,black,r9+1,1.0
57381515,2,red,H8+7,1.0
57381516,1,red,C2.5,1.0
57381516,1,black,h2+3,1.0
57381517,1,red,C8.5,1.0
57381517,1,black,h8+7,1.0
57381518,1,red,P7+1,1.0
57381518,1,black,p7+1,1.0
57381518,2,red,H8+7,1.0
57381519,1,red,H2+3,1.0
57381520,1,red,C2.5,1.0
57381520,1,black,c8.5,1.0
57381520,2,red,H2+3,1.0
57381521,1,red,C2.5,-1.0
57381521,1,black,h8+7,-1.0
57381522,1,red,C8.3,-1.0
57381522,1,black,c8.5,-1.0
57381522,2,red,H8+7,-1.0
57381523,1,red,C8.5,1.0
57381523,1,black,e3+5,1.0
57381525,1,red,C8.5,-1.0
57381525,1,black,h2+3,-1.0
57381526,1,red,P7+1,1.0
57381526,1,black,e3+5,1.0
57381527,1,red,C2.5,1.0
57381527,1,black,c2.5,1.0
57381527,2,red,H2+3,1.0
57381528,1,red,H2+3,1.0
57381529,1,red,R9+1,-1.0
57381529,1,black,c2+7,-1.0
57381529,2,red,R1+1,-1.0
57381529,2,black,c8+7,-1.0
57381529,3,red,R9.6,-1.0
57381529,3,black,a6+5,-1.0
57381530,1,red,H2+3,-1.0
57381532,1,red,H8+7,-1.0
57381533,1,red,E7+5,-1.0
57381534,1,red,P3+1,-1.0
57381534,1,black,p3+1,-1.0
57381534,2,red,H2+3,-1.0
57381535,1,red,P3+1,-1.0
57381535,1,black,c2.5,-1.0
57381535,2,red,H2+3,-1.0
57381536,1,red,C2.7,1.0
57381536,1,black,c8.5,1.0
57381536,2,red,H2+3,1.0
57381537,1,red,C2.5,1.0
57381537,1,black,h8+7,1.0
57381538,1,red,C2.5,-1.0
57381538,1,black,h2+3,-1.0
57381539,1,red,A4+5,-1.0
57381540,1,red,C2.5,1.0
57381540,1,black,h2+3,1.0
57381541,1,red,C2.6,-1.0
57381541,1,black,r9+1,-1.0
57381541,2,red,H2+3,-1.0
57381542,1,red,C2.6,1.0
57381542,1,black,c8.5,1.0
57381542,2,red,H2+3,1.0
57381543,1,red,C2.5,-1.0
57381543,1,black,a6+5,-1.0
57381544,1,red,C8.5,-1.0
57381544,1,black,h2+3,-1.0
57381545,1,red,C2.6,-1.0
57381545,1,black,e3+5,-1.0
57381546,1,red,C2.5,1.0
57381546,1,black,h8+7,1.0
57381547,1,red,C2.5,-1.0
57381547,1,black,h8+7,-1.0
57381548,1,red,A4+5,1.0
57381549,1,red,H2+3,1.0
57381550,1,red,C8.5,1.0
57381550,1,black,c8.5,1.0
57381550,2,red,H8+7,1.0
57381551,1,red,E3+5,-1.0
57381552,1,red,P7+1,1.0
57381552,1,black,c2.5,1.0
57381552,2,red,H8+7,1.0
57381553,1,red,C8.5,1.0
57381553,1,black,e7+5,1.0
57381554,1,red,E7+5,-1.0
57381555,1,red,C8.5,-1.0
57381555,1,black,c2+1,-1.0
57381555,2,red,C2+4,-1.0
57381555,2,black,p7+1,-1.0
57381555,3,red,C2.7,-1.0
57381555,3,black,c8.2,-1.0
57381555,4,red,C7-2,-1.0
57381555,4,black,h8+7,-1.0
57381556,1,red,R1+1,1.0
57381556,1,black,c2.5,1.0
57381556,2,red,C2.5,1.0
57381556,2,black,h2+3,1.0
57381557,1,red,E7+5,-1.0
57381558,1,red,C8.5,-1.0
57381558,1,black,c8.5,-1.0
57381558,2,red,H8+7,-1.0
57381559,1,red,E3+5,-1.0
57381560,1,red,E7+5,1.0
57381561,1,red,C8.5,1.0
57381561,1,black,c2.5,1.0
57381561,2,red,H8+7,1.0
57381562,1,red,C2.5,-1.0
57381562,1,black,h8+7,-1.0
57381563,1,red,C2.4,-1.0
57381563,1,black,c8.5,-1.0
57381563,2,red,H8+7,-1.0
57381564,1,red,E3+5,1.0
57381565,1,red,C8.5,-1.0
57381565,1,black,c8.5,-1.0
57381565,2,red,H8+7,-1.0
57381566,1,red,E7+5,-1.0
57381567,1,red,P5+1,1.0
57381567,1,black,c8.5,1.0
57381567,2,red,A4+5,1.0
57381568,1,red,C2.5,-1.0
57381568,1,black,a6+5,-1.0
57381569,1,red,C2.5,-1.0
57381569,1,black,c8.5,-1.0
57381569,2,red,H2+3,-1.0
57381570,1,red,C8.5,-1.0
57381570,1,black,c8.5,-1.0
57381570,2,red,H8+7,-1.0
57381571,1,red,P3+1,-1.0
57381571,1,black,c8.5,-1.0
57381571,2,red,H2+3,-1.0
57381572,1,red,C2.5,-1.0
57381572,1,black,e7+5,-1.0
57381573,1,red,C2.5,1.0
57381573,1,black,h2+3,1.0
57381574,1,red,C8.5,-1.0
57381574,1,black,h8+7,-1.0
57381575,1,red,C2.5,1.0
57381575,1,black,e7+5,1.0
57381576,1,red,C2.5,-1.0
57381576,1,black,h2+3,-1.0
57381577,1,red,H2+3,0.0
57381578,1,red,H2+3,1.0
57381579,1,red,C8.5,-1.0
57381579,1,black,h2+3,-1.0
57381580,1,red,P3+1,1.0
57381580,1,black,p7+1,1.0
57381580,2,red,P3+1,1.0
57381580,2,black,e7+5,1.0
57381581,1,red,E3+5,1.0
57381582,1,red,H2+3,1.0
57381583,1,red,C8.5,1.0
57381583,1,black,h8+7,1.0
57381584,1,red,C8.5,-1.0
57381584,1,black,h2+3,-1.0
57381585,1,red,P3+1,-1.0
57381585,1,black,c8.5,-1.0
57381585,2,red,H2+3,-1.0
57381586,1,red,C2.5,-1.0
57381586,1,black,c8.5,-1.0
57381586,2,red,C5+4,-1.0
57381586,2,black,a6+5,-1.0
57381587,1,red,P7+1,-1.0
57381587,1,black,p3+1,-1.0
57381587,2,red,P7+1,-1.0
57381587,2,black,e3+5,-1.0
57381588,1,red,E3+5,1.0
57381589,1,red,R1+1,1.0
57381589,1,black,c8+7,1.0
57381589,2,red,R9+2,1.0
57381589,2,black,c2+7,1.0
57381589,3,red,C8+2,1.0
57381589,3,black,h2+3,1.0
57381590,1,red,C2.6,1.0
57381590,1,black,c8.5,1.0
57381590,2,red,H2+3,1.0
57381591,1,red,C2.5,-1.0
57381591,1,black,c8+1,-1.0
57381591,2,red,H2+3,-1.0
57381592,1,red,C2.5,1.0
57381592,1,black,c8.5,1.0
57381592,2,red,H2+3,1.0
57381593,1,red,C2.5,-1.0
57381593,1,black,h2+3,-1.0
57381594,1,red,P3+1,-1.0
57381594,1,black,c8.4,-1.0
57381594,2,red,H2+3,-1.0
57381595,1,red,C8.5,1.0
57381595,1,black,e3+5,1.0
57381596,1,red,C2.5,1.0
57381596,1,black,c8.5,1.0
57381596,2,red,H2+3,1.0
57381597,1,red,C2.5,-1.0
57381597,1,black,h2+3,-1.0
57381598,1,red,C8.5,-1.0
57381598,1,black,h8+7,-1.0
57381599,1,red,C8.5,1.0
57381599,1,black,h2+3,1.0
57381600,1,red,C2.5,-1.0
57381600,1,black,c2.5,-1.0
57381600,2,red,H2+3,-1.0
57381601,1,red,C8.5,1.0
57381601,1,black,c8.5,1.0
57381601,2,red,H8+7,1.0
57381602,1,red,P7+1,1.0
57381602,1,black,c8.5,1.0
57381602,2,red,H8+7,1.0
57381603,1,red,H2+3,0.0
57381604,1,red,C2.5,-1.0
57381604,1,black,c2.5,-1.0
57381604,2,red,C8.6,-1.0
57381604,2,black,h2+3,-1.0
57381605,1,red,C8.5,1.0
57381605,1,black,h2+3,1.0
57381606,1,red,C8.5,-1.0
57381606,1,black,h2+3,-1.0
57381607,1,red,C2.5,1.0
57381607,1,black,h8+7,1.0
57381608,1,red,C8.5,-1.0
57381608,1,black,h8+7,-1.0
57381609,1,red,C2.5,1.0
57381609,1,black,c2.5,1.0
57381609,2,red,H2+3,1.0
57381610,1,red,E7+5,1.0
57381611,1,red,C8.4,-1.0
57381611,1,black,c8.6,-1.0
57381611,2,red,H8+7,-1.0
57381612,1,red,P7+1,1.0
57381612,1,black,e3+5,1.0
57381613,1,red,C8.5,1.0
57381613,1,black,h2+3,1.0
57381614,1,red,P7+1,1.0
57381614,1,black,p7+1,1.0
57381614,2,red,H8+7,1.0
57381615,1,red,E7+5,1.0
57381616,1,red,C8.5,1.0
57381616,1,black,h2+3,1.0
57381617,1,red,C8.5,-1.0
57381617,1,black,c2.5,-1.0
57381617,2,red,H8+7,-1.0
57381618,1,red,C2.5,-1.0
57381618,1,black,h2+3,-1.0
57381619,1,red,E3+5,-1.0
57381620,1,red,P3+1,1.0
57381620,1,black,c8.7,1.0
57381620,2,red,C8.5,1.0
57381620,2,black,c2.5,1.0
57381620,3,red,H8+7,1.0
57381621,1,red,P7+1,1.0
57381621,1,black,c2.6,1.0
57381621,2,red,H8+7,1.0
57381622,1,red,C2.5,1.0
57381622,1,black,h8+7,1.0
57381623,1,red,C2.5,1.0
57381623,1,black,c2.5,1.0
57381623,2,red,H2+3,1.0
57381624,1,red,C2.5,-1.0
57381624,1,black,e7+5,-1.0
57381625,1,red,E7+5,1.0
57381626,1,red,C2+2,-1.0
57381626,1,black,c2.5,-1.0
57381626,2,red,H8+7,-1.0
57381627,1,red,P7+1,-1.0
57381627,1,black,c2.5,-1.0
57381627,2,red,H8+7,-1.0
57381628,1,red,C2.5,1.0
57381628,1,black,h2+3,1.0
57381629,1,red,C8.5,1.0
57381629,1,black,c8.5,1.0
57381629,2,red,H8+7,1.0
57381630,1,red,C2.5,-1.0
57381630,1,black,c8.5,-1.0
57381630,2,red,H2+3,-1.0
57381631,1,red,C8.5,-1.0
57381631,1,black,h2+3,-1.0
57381632,1,red,H2+3,1.0
57381633,1,red,C8.5,1.0
57381633,1,black,c2.5,1.0
57381633,2,red,H8+7,1.0
57381634,1,red,C2.5,1.0
57381634,1,black,h2+3,1.0
57381635,1,red,C8.5,-1.0
57381635,1,black,h2+3,-1.0
57381636,1,red,A4+5,1.0
57381637,1,red,C8.5,1.0
57381637,1,black,h2+3,1.0
57381638,1,red,C8.5,1.0
57381638,1,black,c8.5,1.0
57381638,2,red,C5+4,1.0
57381638,2,black,a4+5,1.0
57381639,1,red,C8.4,1.0
57381639,1,black,c2.5,1.0
57381639,2,red,H8+7,1.0
57381640,1,red,A4+5,1.0
57381641,1,red,E3+5,-1.0
57381642,1,red,C8.5,1.0
57381642,1,black,c2.5,1.0
57381642,2,red,H8+7,1.0
57381643,1,red,C2.5,-1.0
57381643,1,black,h2+3,-1.0
57381644,1,red,C8.5,1.0
57381644,1,black,c8.5,1.0
57381644,2,red,H2+3,1.0
57381645,1,red,C2.6,1.0
57381645,1,black,c2.5,1.0
57381645,2,red,H2+3,1.0
57381646,1,red,H8+7,1.0
57381647,1,red,C8.5,1.0
57381647,1,black,e3+5,1.0
57381648,1,red,C8.5,1.0
57381648,1,black,c2.5,1.0
57381648,2,red,H8+7,1.0
57381649,1,red,C8.5,-1.0
57381649,1,black,c2.5,-1.0
57381649,2,red,H8+7,-1.0
57381650,1,red,C2.5,1.0
57381650,1,black,h8+7,1.0
57381651,1,red,C2.5,1.0
57381651,1,black,h2+3,1.0
57381652,1,red,E3+5,-1.0
57381653,1,red,C2.5,1.0
57381653,1,black,h8+7,1.0
57381654,1,red,E3+5,-1.0
57381655,1,red,C2.5,1.0
57381655,1,black,h8+7,1.0
57381656,1,red,H2+3,-1.0
57381657,1,red,E7+5,-1.0
57381658,1,red,E3+5,1.0
57381659,1,red,C2.5,1.0
57381659,1,black,c2.5,1.0
57381659,2,red,H2+3,1.0
57381660,1,red,P3+1,1.0
57381660,1,black,p3+1,1.0
57381660,2,red,H2+3,1.0
57381661,1,red,C2.5,1.0
57381661,1,black,c8.5,1.0
57381661,2,red,H2+3,1.0
57381662,1,red,P7+1,1.0
57381662,1,black,c2.3,1.0
57381662,2,red,C8.5,1.0
57381662,2,black,h8+7,1.0
57381663,1,red,C2.5,1.0
57381663,1,black,h8+7,1.0
57381664,1,red,C8.5,-1.0
57381664,1,black,h8+7,-1.0
57381665,1,red,H2+3,1.0
57381666,1,red,P3+1,1.0
57381666,1,black,c2+3,1.0
57381666,2,red,H2+3,1.0
57381667,1,red,C2.5,-1.0
57381667,1,black,h2+3,-1.0
57381668,1,red,H2+3,-1.0
57381669,1,red,C2.5,-1.0
57381669,1,black,h2+3,-1.0
57381670,1,red,P3+1,1.0
57381670,1,black,p3+1,1.0
57381670,2,red,H2+3,1.0
57381671,1,red,C8.5,1.0
57381671,1,black,c2.5,1.0
57381671,2,red,H8+7,1.0
57381672,1,red,C2.5,1.0
57381672,1,black,h8+7,1.0
57381673,1,red,C2.5,-1.0
57381673,1,black,h2+3,-1.0
57381674,1,red,P7+1,1.0
57381674,1,black,c8.4,1.0
57381674,2,red,H2+3,1.0
57381675,1,red,C8.4,-1.0
57381675,1,black,c2.6,-1.0
57381675,2,red,H8+7,-1.0
57381676,1,red,C2.5,0.0
57381676,1,black,h8+7,0.0
57381677,1,red,P3+1,1.0
57381677,1,black,c2.5,1.0
57381677,2,red,H8+7,1.0
57381678,1,red,H2+3,-1.0
57381679,1,red,C2.5,1.0
57381679,1,black,e3+5,1.0
57381680,1,red,C2.5,-1.0
57381680,1,black,e7+5,-1.0
57381681,1,red,E7+5,-1.0
57381682,1,red,C8.4,-1.0
57381682,1,black,e3+5,-1.0
57381683,1,red,C2.7,1.0
57381683,1,black,h2+1,1.0
57381684,1,red,C8.5,1.0
57381684,1,black,h8+7,1.0
57381685,1,red,C2.5,-1.0
57381685,1,black,c8.5,-1.0
57381685,2,red,H2+3,-1.0
57381686,1,red,C8.5,1.0
57381686,1,black,c2.5,1.0
57381686,2,red,H8+7,1.0
57381687,1,red,E3+5,-1.0
57381688,1,red,C2.5,-1.0
57381688,1,black,c8.5,-1.0
57381688,2,red,H2+3,-1.0
57381689,1,red,H8+7,-1.0
